ID,英文名稱,中文名稱,圖片,領域,祖籍,更新日期
6961984,"Borowski, Felix","波羅夫斯基,菲利克斯",,音樂,,2020-03-16
6961985,"Borrmann, Gerhard",博門,,物理,,2020-03-16
6961986,"Borroff, Edith",波若弗,,音樂,,2020-03-16
6961987,"Borwick, Leonard",波維克,,音樂,,2020-03-16
6961988,"Bosch, Carl",波許,,化學,,2020-03-16
6961989,"Bose, Satyendra Nath  ((Bengali: সত্যেন্দ্র নাথ বসু )",玻色,,物理,,2020-03-16
6961990,"Boughton, Rutland",鮑頓,,音樂,,2020-03-16
6961991,"Bouguer, Pierre",布給爾,,物理,,2020-03-16
6961992,"Boult, Adrian",波爾特,,音樂,,2020-03-16
6961993,"Bourdon, Eugene",波頓,,物理,,2020-03-16
6961994,"Bourgeois, Derek",布日瓦,,音樂,,2020-03-16
6961995,"Boussinesq, Joseph Valentin",布辛內斯科,,物理,,2020-03-16
6961996,"Boveri, Theodor Heinrich",波弗利,,生命科學,,2020-03-16
6961997,Bow,波烏,,物理,,2020-03-16
6961998,"Bowen, York",波因,,音樂,,2020-03-16
6961999,"Bower, John Dykes",鮑爾,,音樂,,2020-03-16
6962000,"Bowles, Michael","波爾斯,麥可",,音樂,,2020-03-16
6962001,"Bowles, Paul","波爾斯,保羅",,音樂,,2020-03-16
6962002,"Bowman, James",波門,,音樂,,2020-03-16
6962003,"Boyce, William",波伊斯,,音樂,,2020-03-16
6962004,"Boyd, Anne",波伊德,,音樂,,2020-03-16
6962005,"Boydell, Brian",波伊代,,音樂,,2020-03-16
6962006,"Boyden, David",波伊登,,音樂,,2020-03-16
6962007,"Boyle, Robert","波伊爾,羅伯特",,化學,,2020-03-16
6962008,"Boyle, Ina","波伊爾,艾娜",,音樂,,2020-03-16
6962009,"Brackett, Frederick Sumner",布拉克特,,物理,,2020-03-16
6962010,"Bradbury, Colin(James)",布瑞德伯里,,音樂,,2020-03-16
6962011,"Bradford, Vera Florence",布瑞德福德,,音樂,,2020-03-16
6962012,Bradley,布拉德里,,物理,,2020-03-16
6962013,"Bradshaw, Susen",布拉德修,,音樂,,2020-03-16
6962014,"Bragg, William Henry","布拉格,威廉 亨利",,物理,,2020-03-16
6962015,"Bragg, William Lawrence","布拉格,威廉 洛倫斯",,物理,,2020-03-16
6962016,"Braham, John",布瑞爾姆,,音樂,,2020-03-16
6962017,"Brain, Aubrey","布瑞恩,歐布里",,音樂,,2020-03-16
6962018,"Brain, Dennis","布瑞恩,丹尼斯",,音樂,,2020-03-16
6962019,"Brain, Leonard","布瑞恩,雷納德",,音樂,,2020-03-16
6962020,"Braithwaite, Nicholas","布瑞斯維特,尼可勒斯",,音樂,,2020-03-16
6962021,"Braithwaite, Warwick","布瑞斯維特,瓦維克",,音樂,,2020-03-16
6962022,"Brandon, Sy",布蘭登,,音樂,,2020-03-16
6962023,"Brandram, Rosina",布蘭準,,音樂,,2020-03-16
6962024,"Brannigan, Owen",布蘭尼甘,,音樂,,2020-03-16
6962025,"Brans, Carl Henry",布蘭斯,,物理,,2020-03-16
6962026,"Branscombe, Gena",布蘭斯克姆,,音樂,,2020-03-16
6962027,"Brant, Henry",布蘭特,,音樂,,2020-03-16
6962028,"Braslau, Sophie",布瑞斯勞,,音樂,,2020-03-16
6962029,"Braun, Wernher Magnus Maximilian Freiherr von",布勞恩,,物理,,2020-03-16
6962030,"Bravais, Auguste",布拉維,,物理,,2020-03-16
6962031,"Bravinton, Eric",布瑞溫頓,,音樂,,2020-03-16
6962032,"Brayton, George",布瑞頓,,物理,,2020-03-16
6962033,"Bream, Julian",布利姆,,音樂,,2020-03-16
6962034,"Brecknock, John",布瑞克諾科,,音樂,,2020-03-16
6962035,"Breit, Gregory",布萊特,,物理,,2020-03-16
6962036,"Brema, Marie",布瑞莫,,音樂,,2020-03-16
6962037,"Brennan, John Wolf",布瑞南,,音樂,,2020-03-16
6962038,"Bresnick, Martin",布瑞斯尼克,,音樂,,2020-03-16
6962039,"Brewer, Herbert",布魯爾,,音樂,,2020-03-16
6962040,"Brewster, David",布魯斯特,,物理,,2020-03-16
6962041,"Brian, Havergal",布萊恩,,音樂,,2020-03-16
6962042,"Bridge, Frank","布理吉,法蘭克",,音樂,,2020-03-16
6962043,"Bridge, Frederich","布理吉,福瑞德里希",,音樂,,2020-03-16
6962044,"Bridgewater, Leslie",布瑞吉沃特,,音樂,,2020-03-16
6962045,"Bridgman, Percy Williams",布里吉曼,,物理,,2020-03-16
6962046,"Bright, Dora Estella",布萊特,,音樂,,2020-03-16
6962047,"Brindel, Bernard",布林德爾,,音樂,,2020-03-16
6962048,"Brinell, Johan August",布里內爾,,物理,,2020-03-16
6962049,Brinkman,布凌克門,,物理,,2020-03-16
6962050,Brinkmann,布凌克曼,,物理,,2020-03-16
6962051,"Britten, Benjamin",布瑞頓,,音樂,,2020-03-16
6962052,Broca,布洛卡,,物理,,2020-03-16
6962053,"Brockman, Jane",布羅克曼,,音樂,,2020-03-16
6962054,"Brockway, Howard",布羅克維,,音樂,,2020-03-16
6962055,Bronson,布榮森,,物理,,2020-03-16
6962056,"Brossel, Jean",布若瑟,,物理,,2020-03-16
6962057,"Brott, Alexander","布羅特,亞歷山大",,音樂,,2020-03-16
6962058,"Brott, Boris","布羅特,波利斯",,音樂,,2020-03-16
6962059,"Brown, Robert","布朗,羅伯特",,生命科學,,2020-03-16
6962060,"Brown, Christopher","布朗,克里斯特福",,音樂,,2020-03-16
6962061,"Brown, Clifford","布朗,克里福德",,音樂,,2020-03-16
6962062,"Brown, Earle","布朗,厄爾",,音樂,,2020-03-16
6962063,"Brown, Felix (Henry Albert)","布朗,菲利克斯",,音樂,,2020-03-16
6962064,"Brown, Stephen","布朗,司蒂文",,音樂,,2020-03-16
6962065,Browning,布朗寧,,物理,,2020-03-16
6962066,"Browning, John",布朗寧,,音樂,,2020-03-16
6962067,"Brownlee, John",布朗里,,音樂,,2020-03-16
6962068,"Brubeck, Dave",布魯貝克,,音樂,,2020-03-16
6962069,"Brumby, Colin",布蘭比,,音樂,,2020-03-16
6962070,"Brunauer, Stephen",布魯梭,,物理,,2020-03-16
6962071,"Brunswick, Mark",布蘭斯維克,,音樂,,2020-03-16
6962072,"Bryars, Gavin",布萊爾斯,,音樂,,2020-03-16
6962073,"Brydon, Roderick",布萊登,,音樂,,2020-03-16
6962074,"Brymer, Jack",布里默,,音樂,,2020-03-16
6962075,"Bryn-Jones, Delme",布林－鍾斯,,音樂,,2020-03-16
6962076,"Bryson, Ernest Robert",布萊森,,音樂,,2020-03-16
6962077,"Buchanan, Dorothy","比悠坎能,朵樂希",,音樂,,2020-03-16
6962078,"Buck, Dudley","巴克,達德理",,音樂,,2020-03-16
6962079,"Buckingham, Edgar",巴金漢,,物理,,2020-03-16
6962080,"Buckley, John",巴克里,,音樂,,2020-03-16
6962081,"Buerger, Martin Julian",伯格,,物理,,2020-03-16
6962082,"Buhr, Glenn",布爾,,音樂,,2020-03-16
6962083,"Bukofzer, Manfred",布卡夫澤,,音樂,,2020-03-16
6962084,"Bull, John","布爾,約翰",,音樂,,2020-03-16
6962085,"Bullock, Ernest",布勒克,,音樂,,2020-03-16
6962086,Bulygen,布利根,,物理,,2020-03-16
6962087,"Bumbry, Grace",班布里,,音樂,,2020-03-16
6962088,"Buneman, Oscar",布內門,,物理,,2020-03-16
6962089,Bunn,班恩,,物理,,2020-03-16
6962090,"Bunsen, Robert Wilhelm Eberhard",本生,,物理,,2020-03-16
6962091,"Burge, David",柏吉,,音樂,,2020-03-16
6962092,"Burgers, Johannes (Jan) Martinus",伯格斯,,物理,,2020-03-16
6962093,"Burgon, Geoffrey",伯根,,音樂,,2020-03-16
6962094,"Burke, Edmund Arbuckle",柏克,,音樂,,2020-03-16
6962095,"Burleigh, Cecil","柏里,瑟西爾",,音樂,,2020-03-16
6962096,"Burleigh, Henry Thacker","柏里,亨利",,音樂,,2020-03-16
6962097,"Burnard, David Alexander",伯納德,,音樂,,2020-03-16
6962098,"Burners, Lord",伯納斯,,音樂,,2020-03-16
6962099,"Burney, Charles",伯尼,,音樂,,2020-03-16
6962100,"Burrowes, Norma","巴羅斯,諾瑪",,音樂,,2020-03-16
6962101,"Burrows, Stuart","巴羅斯,斯杜爾特",,音樂,,2020-03-16
6962102,"Burt, Francis","伯特,法蘭西斯",,音樂,,2020-03-16
6962103,"Burt, Robert Hampton","伯特,羅伯特",,音樂,,2020-03-16
6962104,"Burton, Canary","伯頓,坎納利",,音樂,,2020-03-16
6962105,"Burton, Eldin","伯頓,艾登",,音樂,,2020-03-16
6962106,"Busch, William","布許,威廉",,音樂,,2020-03-16
6962107,"Bush, Alan","布希,阿倫",,音樂,,2020-03-16
6962108,"Bush, Geoffrey","布希,傑福瑞",,音樂,,2020-03-16
6962109,"Buss, Howard",巴斯,,音樂,,2020-03-16
6962110,"Butler, Clifford Charles",巴特勒,,物理,,2020-03-16
6962111,"Butterley, Nigel",巴特里,,音樂,,2020-03-16
6962112,"Butterworth, Arthur","巴特沃斯,阿瑟",,音樂,,2020-03-16
6962113,"Butterworth, George","巴特沃斯,喬治",,音樂,,2020-03-16
6962114,"Bychkov, Semyon",貝茨科夫,,音樂,,2020-03-16
6962115,"Byers, David",拜爾斯,,音樂,,2020-03-16
6962116,"Byrd, William",伯德,,音樂,,2020-03-16
6962117,"Cabibbo, Nicola",卡畢波,,物理,,2020-03-16
6962118,"Cabrera, Nicolás",卡布雷拉,,物理,,2020-03-16
6962119,"Cadman, Charles Wakefield",卡德曼,,音樂,,2020-03-16
6962120,"Cage, John",凱吉,,音樂,,2020-03-16
6962121,"Cahill, Teresa",卡希爾,,音樂,,2020-03-16
6962122,"Calkin, James",寇金,,音樂,,2020-03-16
6962123,"Callan, Curtis","卡倫,柯堤斯",,物理,,2020-03-16
6962124,"Callan, Nicholas Joseph","卡倫,尼可勒斯",,物理,,2020-03-16
6962125,"Callas, Maria",卡拉絲,,音樂,,2020-03-16
6962126,"Callendar, Hugh Longbourne",卡倫德,,物理,,2020-03-16
6962127,"Caltabiano, Ronald",卡達畢阿諾,,音樂,,2020-03-16
6962128,"Calvert, Morley",卡爾弗特,,音樂,,2020-03-16
6962129,"Calvin,  Melvin Ellis",卡爾文,,生命科學,,2020-03-16
6962130,"Camden, Archie",康登,,音樂,,2020-03-16
6962131,"Cameron, Basil","卡莫隆,貝索",,音樂,,2020-03-16
6962132,"Cameron, Douglas","卡莫隆,達格勒斯",,音樂,,2020-03-16
6962133,"Cameron, John Ewen","卡莫隆,約翰",,音樂,,2020-03-16
6962134,"Campanini, Cleofonte","康帕尼尼,克婁封特",,音樂,,2020-03-16
6962135,"Campbell, John Edward","坎伯,約翰",,物理,,2020-03-16
6962136,"Campbell, Alexander","坎伯,亞歷山大",,音樂,,2020-03-16
6962137,"Campbell, Frank","坎伯,法蘭克",,音樂,,2020-03-16
6962138,"Campion, Thomas",康皮恩,,音樂,,2020-03-16
6962139,"Cannon, Philip",康能,,音樂,,2020-03-16
6962140,Cano,坎諾,,物理,,2020-03-16
6962141,"Cantor, Georg Ferdinand Ludwig Philipp",康托,,物理,,2020-03-16
6962142,"Cape, Safford",凱普,,音樂,,2020-03-16
6962143,"Capell, Richard",凱普爾,,音樂,,2020-03-16
6962144,"Carapetyan, Armen",卡拉佩廷,,音樂,,2020-03-16
6962145,"Carathéodory, Constantin",卡拉塞歐多里,,物理,,2020-03-16
6962146,Cardew,卡迪悠,,物理,,2020-03-16
6962147,"Cardew, Cornelius","卡迪悠,寇尼里爾斯",,音樂,,2020-03-16
6962148,"Carewe, John",克魯,,音樂,,2020-03-16
6962149,Carey,卡瑞,,物理,,2020-03-16
6962150,"Carey, Clive","卡瑞,克萊夫",,音樂,,2020-03-16
6962151,"Carey, Henry","卡瑞,亨利",,音樂,,2020-03-16
6962152,Carlsbad,卡爾斯巴德,,物理,,2020-03-16
6962153,"Carlyle, Joan",卡萊爾,,音樂,,2020-03-16
6962154,"Carmichael, Hoagy",卡麥可,,音樂,,2020-03-16
6962155,Carnauba,卡瑙巴,,物理,,2020-03-16
6962156,"Carner, Mosco",卡內爾,,音樂,,2020-03-16
6962157,"Carnes, Michael",卡恩斯,,音樂,,2020-03-16
6962158,"Carnot, Nicolas Léonard Sadi",卡諾,,物理,,2020-03-16
6962159,"Carpenter, Gary","卡朋特,蓋瑞",,音樂,,2020-03-16
6962160,"Carpenter, John Alden","卡朋特,約翰",,音樂,,2020-03-16
6962161,"Carr, Edwin",卡爾,,音樂,,2020-03-16
6962162,"Carroll, Ida","卡若爾,伊達",,音樂,,2020-03-16
6962163,"Carroll, Walter","卡若爾,沃特",,音樂,,2020-03-16
6962164,"Carron [Cox], Arthur",卡倫,,音樂,,2020-03-16
6962165,"Carse, Adam",卡斯,,音樂,,2020-03-16
6962166,"Carson, Clarice",卡森,,音樂,,2020-03-16
6962167,"Cartan,  Élie Joseph",卡滕,,物理,,2020-03-16
6962168,"Carter, Elliot",卡特,,音樂,,2020-03-16
6962169,Carvallo,卡法洛,,物理,,2020-03-16
6962170,"Carver, Robert",卡弗,,音樂,,2020-03-16
6962171,"Carwithen, Doreen",卡威森,,音樂,,2020-03-16
6962172,"Cary, Tristram",卡瑞,,音樂,,2020-03-16
6962173,"Caryll, Ivan",卡瑞爾,,音樂,,2020-03-16
6962174,"Casimir, Hendrik Brugt Gerhard",卡西米爾,,物理,,2020-03-16
6962175,"Casken, John",卡斯肯,,音樂,,2020-03-16
6962176,"Cassegrain, Laurent",卡瑟格仁,,物理,,2020-03-16
6962177,"Cassilly, Richard",卡西里,,音樂,,2020-03-16
6962178,"Cassini, Giovanni Domenico; also known as Cassini,  Giandomenico ; or Cassini,  Jean-Dominique",卡西尼,,物理,,2020-03-16
6962179,"Castigliano,  Carlo Alberto",卡斯提利安諾,,物理,,2020-03-16
6962180,"Catterall, Arthur",卡特勒,,音樂,,2020-03-16
6962181,"Cauchy, Augustin-Louis",柯西,,物理,,2020-03-16
6962182,Cavendish,卡文迪許,,物理,,2020-03-16
6962183,"Cavendish, Henry","卡文迪許,亨利",,化學,,2020-03-16
6962184,"Cayley, Arthur",凱理,,物理,,2020-03-16
6962185,"Cazden, Norman",卡茲登,,音樂,,2020-03-16
6962186,"Cech, Thomas Robert",闕克,,生命科學,,2020-03-16
6962187,Celor,塞勒,,物理,,2020-03-16
6962188,"Celsius, Anders",攝爾席爾斯,,物理,,2020-03-16
6962189,"Chadwick, George Whitefield","查德維克,喬治",,音樂,,2020-03-16
6962190,"Chadwick, James","查德維克,詹姆斯",,物理,,2020-03-16
6962191,"Chadwick, James","查德維克,詹姆斯",,化學,,2020-03-16
6962192,Chalmers,查摩斯,,物理,,2020-03-16
6962193,"Chandrasekhar, Subrahmanyan (Tamil: சுப்பிரமணியன் சந்திரசேகர்)",錢卓塞卡,,物理,,2020-03-16
6962194,"Chapman, Sydney",查普門,,物理,,2020-03-16
6962195,"Chapple, Brian",查波,,音樂,,2020-03-16
6962196,"Chargaff, Erwin",查爾蓋夫,,生命科學,,2020-03-16
6962197,"Chasins, Abram",闕辛斯,,音樂,,2020-03-16
6962198,Chattock,洽塔科,,物理,,2020-03-16
6962199,"Cheetham, John",契特姆,,音樂,,2020-03-16
6962200,"Cherkassky, Shura",徹卡斯基,,音樂,,2020-03-16
6962201,"Cherniavsky, Jan","徹尼阿夫斯基,詹",,音樂,,2020-03-16
6962202,"Cherniavsky, Leo","徹尼阿夫斯基,利歐",,音樂,,2020-03-16
6962203,"Cherniavsky, Mischel","徹尼阿夫斯基,米歇爾",,音樂,,2020-03-16
6962204,"Cherry, Don",闕里,,音樂,,2020-03-16
6962205,Chevalier,謝法列,,物理,,2020-03-16
6962206,Chevrel,謝夫爾,,物理,,2020-03-16
6962207,"Child, Peter",柴爾德,,音樂,,2020-03-16
6962208,"Childs, Barney",柴爾茲,,音樂,,2020-03-16
6962209,"Chisholm, Erik",契澤姆,,音樂,,2020-03-16
6962210,"Chladni, Ernst Florens Friedrich",克拉尼,,物理,,2020-03-16
6962211,"Chotzinoff, Samuel",修齊諾夫,,音樂,,2020-03-16
6962212,"Christoffel, Elwin Bruno",克里斯多佛,,物理,,2020-03-16
6962213,"Civil, Alan",西沃,,音樂,,2020-03-16
6962214,"Clairaut, Alexis Claude de",克來若,,物理,,2020-03-16
6962215,"Clap, Philip Greeley",克拉普,,音樂,,2020-03-16
6962216,Clark,克拉克,,物理,,2020-03-16
6962217,"Clark, Edward","克拉克,愛德華",,音樂,,2020-03-16
6962218,"Clarke, Douglas","克拉可,達格勒斯",,音樂,,2020-03-16
6962219,"Clarke, Henry Leland","克拉可,亨利",,音樂,,2020-03-16
6962220,"Clarke, Herbert","克拉可,赫伯特",,音樂,,2020-03-16
6962221,"Clarke, Jeremiah","克拉可,耶利米",,音樂,,2020-03-16
6962222,"Clarke, Rebecca","克拉可,蕾貝卡",,音樂,,2020-03-16
6962223,"Clausius, Rudolf Julius Emanuel",克勞久斯,,物理,,2020-03-16
6962224,"Clay, Frederic Emes",克雷,,音樂,,2020-03-16
6962225,"Cleary, David",克里瑞,,音樂,,2020-03-16
6962226,"Clements, Dominy",克雷門茨,,音樂,,2020-03-16
6962227,"Cleobury, Nicholas",克里伯瑞,,音樂,,2020-03-16
6962228,"Cleva, Fausto",克里瓦,,音樂,,2020-03-16
6962229,"Cliburn, Van",克萊本,,音樂,,2020-03-16
6962230,"Cliffe, Frederic",克利夫,,音樂,,2020-03-16
6962231,"Clifford, Alfred Hoblitzelle","克里福德,阿福瑞德",,物理,,2020-03-16
6962232,"Clifford, Hubert John","克里福德,修伯特",,音樂,,2020-03-16
6962233,"Clifford, William Kingdon","克里福德,威廉",,物理,,2020-03-16
6962234,"Clinton, George","克林頓,喬治",,音樂,,2020-03-16
6962235,"Clinton, Gordon","克林頓,勾登",,音樂,,2020-03-16
6962236,Clogston,克拉斯頓,,物理,,2020-03-16
6962237,"Clutsam, George Howard",克拉岑,,音樂,,2020-03-16
6962238,"Coates, Albert","寇茨,阿伯特",,音樂,,2020-03-16
6962239,"Coates, Eric","寇茨,艾瑞克",,音樂,,2020-03-16
6962240,"Coates, Gloria","寇茨,葛婁利亞",,音樂,,2020-03-16
6962241,"Coates, John","寇茨,約翰",,音樂,,2020-03-16
6962242,"Cockcroft, John Douglas",寇克若夫特,,物理,,2020-03-16
6962243,"Coertse, Mimi",寇爾茨,,音樂,,2020-03-16
6962244,"Cohen, Harriet","寇恩,哈利葉特",,音樂,,2020-03-16
6962245,"Cohen, Raymond","寇恩,瑞蒙",,音樂,,2020-03-16
6962246,"Cole, Hugo",寇爾,,音樂,,2020-03-16
6962247,"Coleman, Ornette",寇爾門,,音樂,,2020-03-16
6962248,"Coleridge-Taylor, Samuel",寇爾瑞吉－泰勒,,音樂,,2020-03-16
6962249,"Coles, Paul",寇爾斯,,音樂,,2020-03-16
6962250,"Colgrass, Michael",卡爾格拉斯,,音樂,,2020-03-16
6962251,"Colles, Henry Cope",寇里斯,,音樂,,2020-03-16
6962252,"Collier, Marie",寇利爾,,音樂,,2020-03-16
6962253,"Collingwood, Lawrance",寇凌伍德,,音樂,,2020-03-16
6962254,"Collins, Anthony",寇林斯,,音樂,,2020-03-16
6962255,"Colpitts, Edwin Henry",寇爾匹慈,,物理,,2020-03-16
6962256,"Coltrane, John",寇爾川,,音樂,,2020-03-16
6962257,"Comissiona, Sergiu",柯密西歐納,,音樂,,2020-03-16
6962258,"Compton, Arthur Holly",康普頓,,物理,,2020-03-16
6962259,"Condon, Edward Uhler",孔登,,物理,,2020-03-16
6962260,"Conlon, James",孔冷,,音樂,,2020-03-16
6962261,"Connolly, Justin",孔納里,,音樂,,2020-03-16
6962262,"Conrad, Laurie","孔瑞德,羅莉",,音樂,,2020-03-16
6962263,"Conrad, Victor","孔瑞德,維克特",,物理,,2020-03-16
6962264,"Conte, David",孔特,,音樂,,2020-03-16
6962265,"Converse, Frederick Shepherd",孔弗斯,,音樂,,2020-03-16
6962266,Cooke,庫克,,物理,,2020-03-16
6962267,"Cooke, Arnold (Atkinson)","庫克,阿諾德",,音樂,,2020-03-16
6962268,"Cooke, Benjamin","庫克,班哲民",,音樂,,2020-03-16
6962269,"Cooke, Deryck","庫克,德瑞克",,音樂,,2020-03-16
6962270,"Cooke, Richard","庫克,理查",,音樂,,2020-03-16
6962271,"Cooke, Thomas Simpson","庫克,湯瑪斯",,音樂,,2020-03-16
6962272,"Coolidge, William David","庫里吉,威廉",,物理,,2020-03-16
6962273,"Coolidge, Elizabeth Sprague","庫里吉,伊莉莎白",,音樂,,2020-03-16
6962274,"Cooper, Emil","庫柏,伊米爾",,音樂,,2020-03-16
6962275,"Cooper, Imogen","庫柏,伊莫真",,音樂,,2020-03-16
6962276,"Cooper, Leon N","庫柏,利恩",,物理,,2020-03-16
6962277,"Cooper, Martin","庫柏,馬丁",,音樂,,2020-03-16
6962278,Copenhagen,哥本哈根,,物理,,2020-03-16
6962279,"Copernicus, Nicolaus",哥白尼,,物理,,2020-03-16
6962280,"Copland, Aaron",寇普蘭,,音樂,,2020-03-16
6962281,"Copper, William",卡柏,,音樂,,2020-03-16
6962282,"Corbeil, Claude",寇爾比爾,,音樂,,2020-03-16
6962283,"Corbino, Orso Mario",寇爾比諾,,物理,,2020-03-16
6962284,"Corder, Frederick",寇爾德,,音樂,,2020-03-16
6962285,"Cordero, Ernesto",寇爾代若,,音樂,,2020-03-16
6962286,"Corigliano, John",寇瑞里阿諾,,音樂,,2020-03-16
6962287,"Cornu, Marie Alfred",寇爾紐,,物理,,2020-03-16
6962288,"Cornysh, William",寇爾尼許,,音樂,,2020-03-16
6962289,"Correns, Carl Erich",寇忍斯,,生命科學,,2020-03-16
6962290,"Corwithen, Doreen",寇爾威森,,音樂,,2020-03-16
6962291,"Costa, Mary","寇斯塔,瑪麗",,音樂,,2020-03-16
6962292,"Costa, Michael","寇斯塔,麥可",,音樂,,2020-03-16
6962293,"Cotton, Jeffery",卡頓,,音樂,,2020-03-16
6962294,"Cottrell, Frederick Gardner",寇綽,,物理,,2020-03-16
6962295,Coude,庫代,,物理,,2020-03-16
6962296,"Couette, Maurice Marie Alfred",庫埃特,,物理,,2020-03-16
6962297,"Coukis, Peter",寇基斯,,音樂,,2020-03-16
6962298,"Coulomb, Charles-Augustin de",庫侖,,物理,,2020-03-16
6962299,"Coward, Henry",考爾德,,音樂,,2020-03-16
6962300,"Cowell, Henry Dixon",考爾,,音樂,,2020-03-16
6962301,"Cowen, Frederic Hymen",考恩,,音樂,,2020-03-16
6962302,Cowley,考利,,物理,,2020-03-16
6962303,"Cox, David Vassal","寇克斯,大衛",,音樂,,2020-03-16
6962304,"Cox, Jean","寇克斯,金",,音樂,,2020-03-16
6962305,"Craft, Robert",克拉夫特,,音樂,,2020-03-16
6962306,"Craig, Charles",克瑞格,,音樂,,2020-03-16
6962307,"Cramer, Gabriel",克瑞摩,,物理,,2020-03-16
6962308,"Cranmer, Philip",克蘭摩,,音樂,,2020-03-16
6962309,Crawford,克若福德,,物理,,2020-03-16
6962310,"Crawford(Seeger), Ruth","克若福德,露絲",,音樂,,2020-03-16
6962311,"Crawford, Robert","克若福德,羅伯特",,音樂,,2020-03-16
6962312,"Craxton, Harold","克拉可斯登,哈若德",,音樂,,2020-03-16
6962313,"Craxton, Janet","克拉可斯登,珍妮特",,音樂,,2020-03-16
6962314,"Cresswell, Lyell",克瑞斯威爾,,音樂,,2020-03-16
6962315,"Creston, Paul",克瑞斯登,,音樂,,2020-03-16
6962316,"Crick, Francis Harry Compton",柯瑞克,,生命科學,,2020-03-16
6962317,"Croft, William",克若夫特,,音樂,,2020-03-16
6962318,"Crookes, William",克汝可斯,,化學,,2020-03-16
6962319,"Crookes, William",克汝可斯,,物理,,2020-03-16
6962320,"Crooks, Richard (Alexander)",克汝克斯,,音樂,,2020-03-16
6962321,"Cross, Joan",克若斯,,音樂,,2020-03-16
6962322,"Crosse, Gordon",克若思,,音樂,,2020-03-16
6962323,"Crossley, Ada","克若斯里,艾德",,音樂,,2020-03-16
6962324,"Crossley, Paul","克若斯里,保羅",,音樂,,2020-03-16
6962325,"Crossley-Holland, Peter",克若斯里-侯蘭德,,音樂,,2020-03-16
6962326,"Crotch, William",克若曲,,音樂,,2020-03-16
6962327,"Cruft, Adrian","克拉夫特,阿德理安",,音樂,,2020-03-16
6962328,"Cruft, John","克拉夫特,約翰",,音樂,,2020-03-16
6962329,"Crumb, George (Henry)",克拉姆,,音樂,,2020-03-16
6962330,"Cudworth, Charles",卡德沃斯,,音樂,,2020-03-16
6962331,"Cundell, Edric",坎德爾,,音樂,,2020-03-16
6962332,Curie (Irène Joliot-Curie),"居禮,伊函",,物理,,2020-03-16
6962333,"Curie, Pierre","居禮,皮耶",,物理,,2020-03-16
6962334,Curl,克爾,,化學,,2020-03-16
6962335,"Curtin, Phyllis",柯爾騰,,音樂,,2020-03-16
6962336,"Curtis, Natalie",柯堤斯,,音樂,,2020-03-16
6962337,"Curzon, Clifford",柯仁,,音樂,,2020-03-16
6962338,"Cusins, William (George)",丘仁斯,,音樂,,2020-03-16
6962339,Cutkosky,克考斯基,,物理,,2020-03-16
6962340,"Czaplowski, Philip",查普洛夫斯基,,音樂,,2020-03-16
6962341,"Dahl, Ingolf",達爾,,音樂,,2020-03-16
6962342,"d'Albert, Eugen",達伯特,,音樂,,2020-03-16
6962343,"d'Albert, Eugen  {Dalbert,  Eugène}","達伯特,尤金",,音樂,,2020-03-16
6962344,"Dalby, Martin",竇爾比,,音樂,,2020-03-16
6962345,Dale,戴爾,,物理,,2020-03-16
6962346,"Dale, Benjamin James",戴爾,,音樂,,2020-03-16
6962347,"Dalitz, Richard Henry",達立茲,,物理,,2020-03-16
6962348,"Dalton, John",道爾頓,,化學,,2020-03-16
6962349,"Dalton, John",道爾頓,,物理,,2020-03-16
6962350,"Damrosch, Leopold","達姆若許,利爾波德",,音樂,,2020-03-16
6962351,"Damrosch, Walter","達姆若許,沃特",,音樂,,2020-03-16
6962352,"Dando, Josph Haydon Bourne",丹斗,,音樂,,2020-03-16
6962353,"Daniell, John Frederic",丹尼爾,,物理,,2020-03-16
6962354,"Danielpour, Richard",丹紐普爾,,音樂,,2020-03-16
6962355,"Danks, Harry",丹克斯,,音樂,,2020-03-16
6962356,"Dannreuther, Edward George",丹羅伊特,,音樂,,2020-03-16
6962357,"Darke, Harold",達爾可,,音樂,,2020-03-16
6962358,"Darlow, Denys",達爾婁,,音樂,,2020-03-16
6962359,"Darnton, Christian",達恩頓,,音樂,,2020-03-16
6962360,"Dart, Thurston",達爾特,,音樂,,2020-03-16
6962361,"Darwin, Charles Robert",達爾文,,生命科學,,2020-03-16
6962362,"Dashow, James",達斯豪,,音樂,,2020-03-16
6962363,"Daugherty, Michael",竇爾堤,,音樂,,2020-03-16
6962364,Dauphine,竇菲因,,物理,,2020-03-16
6962365,"Davie, Cedric Thorpe",戴維,,音樂,,2020-03-16
6962366,"Davies, Fanny","戴維斯,凡妮",,音樂,,2020-03-16
6962367,"Davies, Meredith","戴維斯,梅勒迪斯",,音樂,,2020-03-16
6962368,"Davies, Walford","戴維思,沃福德",,音樂,,2020-03-16
6962369,"Davis, Andrew","戴維斯,安德魯",,音樂,,2020-03-16
6962370,"Davis, Carl","戴維斯,卡爾",,音樂,,2020-03-16
6962371,"Davis, Colin","戴維斯,柯林",,音樂,,2020-03-16
6962372,"Davis, Edward Harold","戴維斯,愛德華",,音樂,,2020-03-16
6962373,"Davis, Mary","戴維斯,瑪麗",,音樂,,2020-03-16
6962374,"Davison, Archibald Thompson",戴維森,,音樂,,2020-03-16
6962375,"Davisson, Clinton Joseph",戴偉森,,物理,,2020-03-16
6962376,"Davy, Humphry","戴偉,韓福瑞",,物理,,2020-03-16
