ID,英文名稱,中文名稱,圖片,化學式,更新日期
790785,acetic aldehyde; acetaldehyde,乙醛,,CH<Sub>3</Sub><Font>CHO</Font>,2012-11-26
790786,acetic anhydride; acetic oxide,乙酐；氧化乙醯,,(CH<Sub>3</Sub><Font>CO)</Font><Sub>2</Sub><Font>O</Font>,2012-11-26
790787,acetic acid propyl ester; propyl acetate,乙酸丙酯,,CH<Sub>3</Sub><Font>COOC</Font><Sub>3</Sub><Font>H</Font><Sub>7</Sub>,2012-11-26
790788,acetic acid piperidide; 1-acetylpiperidine,1-乙醯六氫吡啶,,CH<Sub>3</Sub><Font>CON(CH</Font><Sub>2</Sub><Font>)</Font><Sub>5</Sub>,2012-11-26
790789,acetic acid piperazinium salt; piperazinium acetate,乙酸六氫吡【口+井】鹽,,C<Sub>4</Sub><Font>H</Font><Sub>10</Sub><Font>N</Font><Sub>2</Sub><Font>·2C</Font><Sub>2</Sub><Font>H</Font><Sub>4</Sub><Font>O</Font><Sub>2</Sub>,2012-11-26
790790,acetic acid β-phenyl-hydrazide; 1-acetyl-2-phenyl-hydrazine,β-乙醯苯肼；1-乙醯-2-苯肼,,CH<Sub>3</Sub><Font>CONHNHC</Font><Sub>4</Sub><Font>H</Font><Sub>5</Sub>,2012-11-26
790791,acetic acid methylene diester; methylene diacetate,[二]乙酸亞甲酯,,(CH<Sub>3</Sub><Font>COO)</Font><Sub>2</Sub><Font>CH</Font><Sub>2</Sub>,2012-11-26
790792,acetic acid methyl ester; methyl acetate,乙酸甲酯,,CH<Sub>3</Sub><Font>COOCH</Font><Sub>3</Sub>,2012-11-26
790793,acetic acid isopropyl ester; isopropyl acetate,乙酸異丙酯,,CH<Sub>3</Sub><Font>COOCH(CH</Font><Sub>3</Sub><Font>)</Font><Sub>2</Sub>,2012-11-26
790794,acetic acid isobutyl ester; isobutyl acetate,乙酸異丁酯,,CH<Sub>3</Sub><Font>COOCH</Font><Sub>2</Sub><Font>CH(CH</Font><Sub>3</Sub><Font>)</Font><Sub>2</Sub>,2012-11-26
790795,acetic acid hexyl ester; hexyl acetate,乙酸己酯,,CH<Sub>3</Sub><Font>COO(CH</Font><Sub>2</Sub><Font>)</Font><Sub>5</Sub><Font>CH</Font><Sub>3</Sub>,2012-11-26
790796,acetic acid heptyl ester; heptyl acetate,乙酸庚酯,,CH<Sub>3</Sub><Font>COOC</Font><Sub>7</Sub><Font>H</Font><Sub>15</Sub>,2012-11-26
790797,acetic acid furfuryl ester; furfuryl acetate,乙酸呋喃甲酯；乙酸糠酯,,C<Sub>4</Sub><Font>H</Font><Sub>3</Sub><Font>OCH</Font><Sub>2</Sub><Font>OOCCH</Font><Sub>3</Sub>,2012-11-26
790798,acetic acid ethylene diester; glycol diacetate; ethylene diacetate; ethylene glycol diacetate,乙酸伸乙酯；乙二醇二乙酸酯,,CH<Sub>3</Sub><Font>COOCH</Font><Sub>2</Sub><Font>CH</Font><Sub>2</Sub><Font>OOCCH</Font><Sub>3</Sub>,2012-11-26
790799,acetic acid ethyl ester; ethyl acetate,乙酸乙酯；醋酸乙酯,,CH<Sub>3</Sub><Font>COOC</Font><Sub>2</Sub><Font>H</Font><Sub>5</Sub>,2012-11-26
790800,acetic acid cyclohexyl ester,乙酸環己酯,,CH<Sub>3</Sub><Font>COOC</Font><Sub>6</Sub><Font>H</Font><Sub>11</Sub>,2012-11-26
790801,acetic acid cetyl ester; cetyl acetate,乙酸十六酯；乙酸鯨蠟酯,,CH<Sub>3</Sub><Font>COO(CH</Font><Sub>2</Sub><Font>)</Font><Sub>15</Sub><Font>CH</Font><Sub>3</Sub>,2012-11-26
790802,acetic acid sec-butyl ester; sec-butyl acetate,乙酸二級-丁酯,,CH<Sub>3</Sub><Font>COO(CH</Font><Sub>3</Sub><Font>)C</Font><Sub>2</Sub><Font>H</Font><Sub>5</Sub>,2021-09-28
790803,acetic acid butyl ester; butyl acetate,乙酸丁酯,,CH<Sub>3</Sub><Font>COO(CH</Font><Sub>2</Sub><Font>)</Font><Sub>3</Sub><Font>CH</Font><Sub>3</Sub>,2012-11-26
790804,acetic acid benzyl ester; benzyl acetate,乙酸苄酯,,CH<Sub>3</Sub><Font>COOCH</Font><Sub>2</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>5</Sub>,2012-11-26
790805,acetic acid amyl ester; amyl acetate,乙酸戊酯,,CH<Sub>3</Sub><Font>COO(CH</Font><Sub>2</Sub><Font>)</Font><Sub>4</Sub><Font>CH</Font><Sub>3</Sub>,2012-11-26
790806,acetic acid,乙酸；醋酸,,CH<Sub>3</Sub><Font>COOH</Font>,2012-11-26
790807,acetic acid allyl ester; allyl acetate,乙酸烯丙酯,,CH<Sub>3</Sub><Font>COOCH</Font><Sub>2</Sub><Font>CH=CH</Font><Sub>2</Sub>,2012-11-26
790808,acethydroximic acid,乙羥肟酸,,CH<Sub>3</Sub><Font>C(OH)=NOH</Font>,2012-11-26
790809,acethydroxamic acid,乙異羥肟酸,,CH<Sub>3</Sub><Font>CONHOH</Font>,2012-11-26
790810,acetarsol; acetarson,3-乙醯胺-4-羥苯胂酸,,CH<Sub>3</Sub><Font>CONHC</Font><Sub>6</Sub><Font>H</Font><Sub>3</Sub><Font>(OH)AsO</Font><Sub>3</Sub><Font>H</Font><Sub>2</Sub>,2012-11-26
790811,o-acetaniside; o-acetanisidine {N-acetylanisidine},鄰-乙醯甲氧苯胺 {N-乙醯甲氧苯胺},,<p>CH<sub>3</sub>CONHC<sub>6</sub>H<sub>4</sub>OCH<sub>3</sub></p>,2022-03-14
790812,acetanilide,乙醯胺苯；N-乙醯苯胺； N-苯乙醯胺,,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>NHCOCH</Font><Sub>3</Sub>,2022-03-14
790813,4-acetaminophenol,4-乙醯胺[苯]酚,,CH<Sub>3</Sub><Font>CONHC</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>OH</Font>,2018-03-20
790814,acetaminoethyl salicylic acid; 5-acetamido-2-ethoxy-benzoic acid,乙醯胺基乙基柳酸；5-乙醯胺-2-乙氧苯甲酸,,C<Sub>10</Sub><Font>H</Font><Sub>12</Sub><Font>NO</Font><Sub>2</Sub><Font>COOH</Font>,2012-11-26
790815,o-acetamidobenzoic acid; N-acetylanthranilic acid,鄰-乙醯胺苯甲酸；N-乙醯鄰胺苄酸,,<p>CH<sub>3</sub>CONHC<sub>6</sub>H<sub>4</sub>COOH</p>,2012-11-26
790816,p-acetamidoazobenzene,對-乙醯胺偶氮苯,,<p>CH<sub>3</sub>CONHC<sub>6</sub>H<sub>4</sub>N=NC<sub>6</sub>H<sub>5</sub></p>,2012-11-26
790817,p-acetamidoanisole; N-acetyl-p-anisidine; p-acetaniside,對-乙醯胺大茴香醚；N-乙醯-對-甲氧苯胺,,<p>CH<sub>3</sub>CONHC<sub>6</sub>H<sub>4</sub>OCH<sub>3</sub></p>,2012-11-26
790818,p-acetamidoanilinoacetic acid; N-(p-acetamidophenyl)glycine,對-乙醯胺苯胺乙酸；N-(對-乙醯胺苯)甘胺酸,,<p>CH<sub>3</sub>CONHC<sub>6</sub>H<sub>4</sub>NHCH<sub>2</sub>COOH</p>,2012-11-26
790819,α-acetamidoacrylic acid,α-乙醯胺丙烯酸,,CH<Sub>2</Sub><Font>=C(COOH)(NHCOCH</Font><Sub>3</Sub><Font>)</Font>,2012-11-26
790820,acetamidoacetic acid; aceturic acid,乙醯胺乙酸；醋尿酸；N-乙醯甘胺酸,,CH<Sub>3</Sub><Font>CONHCH</Font><Sub>2</Sub><Font>COOH</Font>,2012-11-26
790821,acetamidine hydrochloride,氫氯化乙脒,,CH<Sub>3</Sub><Font>(C=NH)NH</Font><Sub>2</Sub><Font>·HCl</Font>,2012-11-26
790822,acetamidine,乙脒,,CH<Sub>3</Sub><Font>C(=NH)NH</Font><Sub>2</Sub>,2012-11-26
790823,acetamide,乙醯胺,,CH<Sub>3</Sub><Font>CONH</Font><Sub>2</Sub>,2012-11-26
790824,acetaldoxime; acetaldehyde oxime,乙醛肟,,CH<Sub>3</Sub><Font>CH=NOH</Font>,2012-11-26
790825,acetaldehyde sodium bisulfite,乙醛亞硫酸氫鈉,,CH<Sub>3</Sub><Font>CHO·NaHSO</Font><Sub>3</Sub>,2012-11-26
790826,acetaldehyde semicarbazone,乙醛縮胺脲,,CH<Sub>3</Sub><Font>CH=NNHCONH</Font><Sub>2</Sub>,2012-11-26
790827,acetaldehyde phenylhydrazone,乙醛苯腙,,CH<Sub>3</Sub><Font>CH=NNC</Font><Sub>6</Sub><Font>H</Font><Sub>5</Sub>,2012-11-26
790828,acetaldehyde oxime; acetaldoxime,乙醛肟,,CH<Sub>3</Sub><Font>CH=NOH</Font>,2012-11-26
790829,"acetaldehyde 2,4-dinitro-phenylhydrazone","乙醛2,4-二硝苯腙",,CH<Sub>3</Sub><Font>CH=NNHC</Font><Sub>6</Sub><Font>H</Font><Sub>3</Sub><Font>(NO</Font><Sub>2</Sub><Font>)</Font><Sub>2</Sub>,2012-11-26
790830,"acetaldehyde dimethyl acetal; dimethyl acetal; 1,1-dimethoxyethane","二甲醇縮乙醛；二甲縮醛；1,1-二甲氧乙烷",,CH<Sub>3</Sub><Font>CH(OCH</Font><Sub>3</Sub><Font>)</Font><Sub>2</Sub>,2012-11-26
790831,"acetaldehyde diethyl acetal; acetal; 1,1-diethoxyethane","二乙醇縮乙醛；二乙縮醛；縮醛；1,1-二乙氧乙烷",,CH<Sub>3</Sub><Font>CH(OC</Font><Sub>2</Sub><Font>H</Font><Sub>5</Sub><Font>)</Font><Sub>2</Sub>,2012-11-26
790832,acetaldehyde,乙醛,,CH<Sub>3</Sub><Font>CHO</Font>,2012-11-26
790833,acetaldehyde cyanohydrin; lactonitrile; 2-hydroxypropylnitrile,1-氰乙醇；乳腈；2-羥丙腈,,CH<Sub>3</Sub><Font>CH(OH)CN</Font>,2012-11-26
790834,acetaldazine,二亞乙肼；二乙醛縮聯胺,,CH<Sub>3</Sub><Font>CH=NNCHCH</Font><Sub>3</Sub>,2012-11-26
790835,acenaphthylene,乙烯合萘,,C<Sub>12</Sub><Font>H</Font><Sub>8</Sub>,2012-11-26
790836,"acetaldehyde ammonia trimer; hexahydro-2,4,6-trimethyl-1,3,5-triazine","乙醛氨三聚體；六氫-2,4,6-三甲[基]-1,3,5-三【口+井】",,C<Sub>6</Sub><Font>H</Font><Sub>15</Sub><Font>N</Font><Sub>3</Sub>,2012-11-26
790837,1-acenaphthenol,1-乙烷合萘醇,,C<Sub>12</Sub><Font>H</Font><Sub>9</Sub><Font>OH</Font>,2012-11-26
790838,acenaphthene,乙烷合萘,,C<Sub>12</Sub><Font>H</Font><Sub>10</Sub>,2012-11-26
790839,acenaphthenone,乙烷合萘酮,,C<Sub>12</Sub><Font>H</Font><Sub>8</Sub><Font>O</Font>,2012-11-26
790840,acenaphthaquinone; acenaphthenequinone,乙烷合萘醌,,C<Sub>12</Sub><Font>H</Font><Sub>6</Sub><Font>O</Font><Sub>2</Sub>,2012-11-26
790841,acenaphthanthrancene; naphthacenaphthene,乙烷合萘并蒽,,C<Sub>20</Sub><Font>H</Font><Sub>14</Sub>,2012-11-26
790842,acanthoidine,飛廉鹼,,C<Sub>16</Sub><Font>H</Font><Sub>26</Sub><Font>N</Font><Sub>4</Sub><Font>O</Font><Sub>2</Sub>,2012-11-26
790843,acacetin,"阿卡西汀；5,7-二羥-4'-甲氧黃酮",,C<Sub>16</Sub><Font>H</Font><Sub>12</Sub><Font>O</Font><Sub>5</Sub>,2012-11-26
790844,abscisic acid,脫落酸,,C<Sub>14</Sub><Font>H</Font><Sub>19</Sub><Font>O</Font><Sub>2</Sub><Font>COOH</Font>,2012-11-26
790845,abrine,相思子鹼；紅豆鹼；N-甲基色胺酸,,C<Sub>10</Sub><Font>H</Font><Sub>9</Sub><Font>N(NHCH</Font><Sub>3</Sub><Font>)COOH</Font>,2012-11-26
790846,abietit; pinitol,松糖,,C<Sub>6</Sub><Font>H</Font><Sub>6</Sub><Font>(OH)</Font><Sub>5</Sub><Font>OCH</Font><Sub>3</Sub>,2012-11-26
790847,abietinol; abietinal,松脂醇,,C<Sub>20</Sub><Font>H</Font><Sub>31</Sub><Font>OH</Font>,2012-11-26
790848,abietic acid; abietinic acid,松脂酸,,C<Sub>19</Sub><Font>H</Font><Sub>29</Sub><Font>COOH</Font>,2012-11-26
790849,abadol; 2-thiazolamine,阿巴多；2-胺噻唑,,C<Sub>3</Sub><Font>H</Font><Sub>2</Sub><Font>NS(NH</Font><Sub>2</Sub><Font>)</Font>,2012-11-26
1007201,sodium dihydroxytartrate osazone,酒石酸鈉脎,,(C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>NHN=CCOONa)</Font><Sub>2</Sub>,2012-11-26
1007202,"sodium 3,5-diiodosalicylate","3,5-二碘柳酸鈉",,NaC<Sub>6</Sub><Font>H</Font><Sub>2</Sub><Font>I</Font><Sub>2</Sub><Font>(OH)COO</Font>,2012-11-26
1007203,sodium dimethyl dithiocarbamate,二甲二硫胺甲酸鈉,,(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>NCS</Font><Sub>2</Sub><Font>Na</Font>,2012-11-26
1007204,"sodium N,N-dimethylmetanilate","N,N-二甲間胺苯磺酸鈉",,(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>NC</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>SO</Font><Sub>3</Sub><Font>Na</Font><Sub>2</Sub>,2012-11-26
1007205,sodium dodecyl sulfate,十二基硫酸鈉,,C<Sub>12</Sub><Font>H</Font><Sub>23</Sub><Font>OSO</Font><Sub>3</Sub><Font>Na</Font>,2012-11-26
1007206,sodium enanthate,庚酸鈉,,NaC<Sub>7</Sub><Font>H</Font><Sub>13</Sub><Font>O</Font><Sub>2</Sub>,2012-11-26
1007207,sodium ethide,乙鈉,,NaC<Sub>2</Sub><Font>H</Font><Sub>5</Sub>,2012-11-26
1007208,sodium ethoxide,乙氧[化]鈉,,NaOC<Sub>2</Sub><Font>H</Font><Sub>5</Sub>,2012-11-26
1007209,sodium ethylate,乙醇鈉,,NaOC<Sub>2</Sub><Font>H</Font><Sub>5</Sub>,2012-11-26
1007210,sodium ethylanthogenate,乙黃[原]酸鈉,,C<Sub>3</Sub><Font>H</Font><Sub>5</Sub><Font>S</Font><Sub>2</Sub><Font>ONa</Font>,2012-11-26
1007211,sodium ethylsulfate,乙硫酸鈉,,C<Sub>2</Sub><Font>H</Font><Sub>5</Sub><Font>SO</Font><Sub>4</Sub><Font>Na</Font>,2012-11-26
1007212,sodium fluoroacetate,氟乙酸鈉；氟醋酸鈉,,FCH<Sub>2</Sub><Font>COONa</Font>,2012-11-26
1007213,sodium formate,甲酸鈉,,HCOONa,2012-11-26
1007214,sodium 2-furanacrylate,2-呋喃烯丙酸鈉,,NaC<Sub>7</Sub><Font>H</Font><Sub>5</Sub><Font>O</Font><Sub>3</Sub>,2012-11-26
1007215,sodium gentisate,"龍膽酸鈉；2,5-二羥苯甲酸鈉",,(HO)<Sub>2</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>3</Sub><Font>COONa</Font>,2012-11-26
1007216,sodium glutamate,麩酸鈉,,C<Sub>5</Sub><Font>H</Font><Sub>8</Sub><Font>NNaO</Font><Sub>4</Sub>,2012-11-26
1007217,sodium glycerophosphate,甘油磷酸鈉,,Na<Sub>2</Sub><Font>C</Font><Sub>3</Sub><Font>H</Font><Sub>7</Sub><Font>O</Font><Sub>6</Sub><Font>P</Font>,2012-11-26
1007218,sodium guanylate,鳥苷酸鈉,,C<Sub>10</Sub><Font>H</Font><Sub>13</Sub><Font>N</Font><Sub>5</Sub><Font>O</Font><Sub>8</Sub><Font>PNa</Font>,2012-11-26
1007219,sodium hippurate,馬尿酸鈉；苯甲醯甘胺酸鈉,,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>CONHCH</Font><Sub>2</Sub><Font>COONa</Font>,2012-11-26
1007220,sodium hydracrylate,β-羥丙酸鈉；β-乳酸鈉,,HOCH<Sub>2</Sub><Font>CH</Font><Sub>2</Sub><Font>COONa</Font>,2012-11-26
1007221,sodium hydrogen citrate,檸檬酸氫二鈉,,Na<Sub>2</Sub><Font>HC</Font><Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>O</Font><Sub>7</Sub>,2012-11-26
1007222,sodium hydrogen oxalate,草酸氫鈉,,NaH(C<Sub>2</Sub><Font>O</Font><Sub>4</Sub><Font>)</Font>,2012-11-26
1007223,sodium hydrogen urate,尿酸氫鈉,,NaHC<Sub>5</Sub><Font>H</Font><Sub>2</Sub><Font>N</Font><Sub>4</Sub><Font>O</Font><Sub>3</Sub>,2012-11-26
1007224,sodium hydroxymethane-sulfinate,羥甲亞磺酸鈉,,HOCH<Sub>2</Sub><Font>SO</Font><Sub>2</Sub><Font>Na</Font>,2012-11-26
1007225,sodium hydroxymethane-sulfonate,羥甲磺酸鈉,,HOCH<Sub>2</Sub><Font>SO</Font><Sub>3</Sub><Font>Na</Font>,2012-11-26
1007226,sodium inosinate,肌苷酸鈉,,C<Sub>10</Sub><Font>H</Font><Sub>12</Sub><Font>N</Font><Sub>4</Sub><Font>O</Font><Sub>8</Sub><Font>PNa</Font>,2012-11-26
1007227,sodium isopropoxide,異丙醇鈉；異丙氧鈉,,NaOC<Sub>3</Sub><Font>H</Font><Sub>7</Sub>,2012-11-26
1007228,sodium isovalerate,異戊酸鈉,,C<Sub>4</Sub><Font>H</Font><Sub>9</Sub><Font>COONa</Font>,2012-11-26
1007229,sodium lactate,乳酸鈉,,NaC<Sub>3</Sub><Font>H</Font><Sub>5</Sub><Font>O</Font><Sub>3</Sub>,2012-11-26
1007230,sodium laurate,月桂酸鈉；十二酸鈉,,C<Sub>11</Sub><Font>H</Font><Sub>23</Sub><Font>COONa</Font>,2012-11-26
1007231,sodium lauryl sulfate,硫酸月桂酯鈉；月桂硫酸鈉,,C<Sub>12</Sub><Font>H</Font><Sub>25</Sub><Font>NaO</Font><Sub>4</Sub><Font>S</Font>,2012-11-26
1007232,sodium magnesium tartrate,酒石酸鎂鈉,,Na<Sub>2</Sub><Font>Mg(C</Font><Sub>4</Sub><Font>H</Font><Sub>4</Sub><Font>O</Font><Sub>6</Sub><Font>)</Font><Sub>2</Sub>,2012-11-26
1007233,sodium malate,蘋果酸鈉,,Na<Sub>2</Sub><Font>C</Font><Sub>4</Sub><Font>H</Font><Sub>4</Sub><Font>O</Font><Sub>5</Sub>,2012-11-26
1007234,sodium mandelate,苯乙醇酸鈉,,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>CH(OH)COONa</Font>,2012-11-26
1007235,sodium methylacetylide,丙炔鈉；甲基乙炔鈉,,"CH<Sub>3</Sub><Font>C</Font><Fonthtml:Face=""細明體"" x:CharSet=""136"" x:Family=""Modern"">≡</Font><Font>CNa</Font>",2012-11-26
1007236,sodium methylate; sodium methoxide,甲醇鈉；甲氧鈉,,NaOCH<Sub>3</Sub>,2012-11-26
1007237,sodium monofluoroacetate,[單]氟乙酸鈉,,CH<Sub>2</Sub><Font>FCOONa</Font>,2012-11-26
1007238,sodium naphthalene sulfonate,萘磺酸鈉,,C<Sub>10</Sub><Font>H</Font><Sub>7</Sub><Font>SO</Font><Sub>3</Sub><Font>Na</Font>,2012-11-26
1007239,sodium naphthionate,1-萘胺-4-磺酸鈉,,C<Sub>10</Sub><Font>H</Font><Sub>6</Sub><Font>(NH</Font><Sub>2</Sub><Font>)SO</Font><Sub>3</Sub><Font>Na</Font>,2012-11-26
1007240,sodium β-naphtholate; sodium β-naphthoxide,β-萘酚鈉,,C<Sub>10</Sub><Font>H</Font><Sub>7</Sub><Font>ONa</Font>,2012-11-26
1007241,sodium β-naphthol-6-sulfonate,β-萘酚-6-磺酸鈉,,C<Sub>10</Sub><Font>H</Font><Sub>6</Sub><Font>(OH)SO</Font><Sub>3</Sub><Font>Na</Font>,2012-11-26
1007242,"sodium 1,2-naphtho-quinone-4-sulfonate","1,2-萘醌-4-磺酸鈉",,C<Sub>10</Sub><Font>H</Font><Sub>5</Sub><Font>O</Font><Sub>2</Sub><Font>SO</Font><Sub>3</Sub><Font>Na</Font>,2012-11-26
1007243,sodium orthosilicate,[原]矽酸鈉,,Na<Sub>4</Sub><Font>SiO</Font><Sub>4</Sub>,2012-11-26
1007244,sodium palmitate,軟脂酸鈉；十六酸鈉,,NaC<Sub>16</Sub><Font>H</Font><Sub>31</Sub><Font>O</Font><Sub>2</Sub>,2012-11-26
1007245,sodium pantothenate,泛酸鈉,,C<Sub>9</Sub><Font>H</Font><Sub>16</Sub><Font>NO</Font><Sub>5</Sub><Font>Na</Font>,2012-11-26
1007246,sodium phenolsulfonate,苯酚磺酸鈉,,(HO)C<Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>SO</Font><Sub>3</Sub><Font>Na</Font>,2012-11-26
1007247,sodium phenate; sodium phenolate; sodium phenylate; sodium phenoxide,酚鈉；苯氧鈉,,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>ONa</Font>,2012-11-26
1007248,sodium phenylarsonate,苯胂酸鈉,,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>AsO(ONa)</Font><Sub>2</Sub>,2012-11-26
1007249,sodium phthalate,酞酸鈉,,C<Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>(COONa)</Font><Sub>2</Sub>,2012-11-26
1007250,sodium phthalimide,苯二醯亞胺鈉,,C<Sub>8</Sub><Font>H</Font><Sub>4</Sub><Font>NNaO</Font><Sub>2</Sub>,2012-11-26
1007251,sodium picrate,苦味酸鈉,,NaOC<Sub>6</Sub><Font>H</Font><Sub>2</Sub><Font>(NO</Font><Sub>2</Sub><Font>)</Font><Sub>3</Sub>,2012-11-26
1007252,sodium potassium tartrate,酒石酸鉀鈉,,KNaC<Sub>4</Sub><Font>H</Font><Sub>4</Sub><Font>O</Font><Sub>6</Sub>,2012-11-26
1007253,sodium propionate,丙酸鈉,,C<Sub>2</Sub><Font>H</Font><Sub>5</Sub><Font>COONa</Font>,2012-11-26
1007254,sodium propoxide,丙醇鈉,,C<Sub>3</Sub><Font>H</Font><Sub>7</Sub><Font>ONa</Font>,2012-11-26
1007255,sodium rhodizonate,"玫酮酸鈉；玫棕酸鈉；5-環己烯-1,2,3,4-四酮-5,6-二醇鈉",,Na<Sub>2</Sub><Font>C</Font><Sub>6</Sub><Font>O</Font><Sub>6</Sub>,2012-11-26
1007256,sodium salicylate,柳酸鈉,,HOC<Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>COONa</Font>,2012-11-26
1007257,sodium salicylhydroximate,柳羥肟酸鈉,,HOC<Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>C=NOH(ONa)</Font>,2012-11-26
1007258,sodium stearate,硬脂酸鈉；十八酸鈉,,C<Sub>17</Sub><Font>H</Font><Sub>35</Sub><Font>COONa</Font>,2012-11-26
1007259,sodium succinate,琥珀酸鈉；丁二酸鈉,,(CH<Sub>2</Sub><Font>COONa)</Font><Sub>2</Sub>,2012-11-26
1007260,sodium tetrahydroxy-succinate,四羥琥珀酸鈉,,[(HO)<Sub>2</Sub><Font>CCOONa]</Font><Sub>2</Sub>,2012-11-26
1007261,sodium sulfanilate,對胺苯磺酸鈉；磺胺酸鈉 {舊名},,<p>H<sub>2</sub>NC<sub>6</sub>H<sub>4</sub>SO<sub>3</sub>Na</p>,2015-05-25
1007262,sodium tartrate,酒石酸鈉,,Na<Sub>2</Sub><Font>C</Font><Sub>4</Sub><Font>H</Font><Sub>4</Sub><Font>O</Font><Sub>6</Sub>,2012-11-26
1007263,sodium taurocholate,牛磺膽酸鈉,,NaC<Sub>26</Sub><Font>H</Font><Sub>44</Sub><Font>NSO</Font><Sub>7</Sub>,2012-11-26
1007264,sodium tetradecylsulfate,十四基硫酸鈉,,NaO<Sub>3</Sub><Font>SOC</Font><Sub>14</Sub><Font>H</Font><Sub>29</Sub>,2012-11-26
1007265,sodium tetraphenylborate; sodium tetraphenylboron,四苯硼酸鈉；四苯硼鈉,,Na[B(C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>)</Font><Sub>4</Sub><Font>]</Font>,2012-11-26
1007266,sodium thiamylal,硫阿米妥鈉,,C<Sub>12</Sub><Font>H</Font><Sub>17</Sub><Font>N</Font><Sub>2</Sub><Font>NaO</Font><Sub>2</Sub><Font>S</Font>,2012-11-26
1007267,sodium thioethylate,乙硫醇鈉,,C<Sub>2</Sub><Font>H</Font><Sub>5</Sub><Font>SNa</Font>,2012-11-26
1007268,sodium thioglycolate,巰乙酸鈉,,HSCH<Sub>2</Sub><Font>COONa</Font>,2012-11-26
1007269,sodium thiophenesulfonate,噻吩磺酸鈉,,C<Sub>4</Sub><Font>H</Font><Sub>3</Sub><Font>SSO</Font><Sub>3</Sub><Font>Na</Font>,2012-11-26
1007270,sodium p-toluenesulfinate,對-甲苯亞磺酸鈉；對-【艹叨】亞磺酸鈉,,<p>CH<sub>3</sub>C<sub>6</sub>H<sub>4</sub>SO<sub>2</sub>Na</p>,2012-11-26
1007271,sodium p-toluenesulfonate,對-甲苯磺酸鈉；對-【艹叨】磺酸鈉,,<p>CH<sub>3</sub>C<sub>6</sub>H<sub>4</sub>SO<sub>3</sub>Na</p>,2012-11-26
1007272,sodium uranyl acetate,乙酸氧鈾鈉,,NaUO<Sub>2</Sub><Font>(C</Font><Sub>2</Sub><Font>H</Font><Sub>3</Sub><Font>O</Font><Sub>2</Sub><Font>)</Font><Sub>3</Sub>,2012-11-26
1007273,sodium urate,尿酸鈉,,Na<Sub>2</Sub><Font>C</Font><Sub>5</Sub><Font>H</Font><Sub>2</Sub><Font>N</Font><Sub>4</Sub><Font>O</Font><Sub>3</Sub>,2012-11-26
1007274,sodium valerate,戊酸鈉,,NaC<Sub>5</Sub><Font>H</Font><Sub>9</Sub><Font>O</Font><Sub>2</Sub>,2012-11-26
1007275,sodium warfarin,殺鼠靈鈉,,NaC<Sub>19</Sub><Font>H</Font><Sub>15</Sub><Font>O</Font><Sub>4</Sub>,2012-11-26
1007276,sodium xanthate; sodium xanthogenate,黃[原]酸鈉,,C<Sub>2</Sub><Font>H</Font><Sub>5</Sub><Font>OCSSNa</Font>,2012-11-26
1007277,solancarpidine; solasodine,茄解鹼；茄解啶,,C<Sub>27</Sub><Font>H</Font><Sub>43</Sub><Font>NO</Font><Sub>2</Sub>,2012-11-26
1007278,solanidine,茄配質；茄啶,,C<Sub>27</Sub><Font>H</Font><Sub>43</Sub><Font>NO</Font>,2012-11-26
1007279,solanine,龍葵鹼；茄鹼,,C<Sub>45</Sub><Font>H</Font><Sub>73</Sub><Font>NO</Font><Sub>15</Sub>,2012-11-26
1007280,solanocapsine,毛葉冬珊瑚鹼；假椒茄素,,C<Sub>27</Sub><Font>H</Font><Sub>46</Sub><Font>N</Font><Sub>2</Sub><Font>O</Font><Sub>2</Sub>,2012-11-26
1007281,solasonine,澳洲茄鹼；羥基茄鹼,,C<Sub>45</Sub><Font>H</Font><Sub>73</Sub><Font>NO</Font><Sub>16</Sub>,2012-11-26
1007282,songorine,準噶爾烏頭鹼,,C<Sub>22</Sub><Font>H</Font><Sub>31</Sub><Font>NO</Font><Sub>3</Sub>,2012-11-26
1007283,sophorine,槐鹼,,C<Sub>11</Sub><Font>H</Font><Sub>14</Sub><Font>N</Font><Sub>2</Sub><Font>O</Font>,2012-11-26
1007284,sophorose,槐糖；2-葡糖-β-葡[萄糖]苷,,C<Sub>12</Sub><Font>H</Font><Sub>22</Sub><Font>O</Font><Sub>11</Sub>,2012-11-26
